timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
16-06-2021 22:48,b'New! Free Step-by-Step Guide to Converting Between Centimeters and Meters (free practice worksheet included!): https://t.co/32qdmUzK5U #edchat https://t.co/J1l4Y4V7tK #MerryChristmas from #Venezuela',b'sanrau',"['edchat', 'MerryChristmas', 'Venezuela']",Palo Gordo - Táchira - Vzla,7396,0,0
,,,,,,,
16-06-2021 22:48,"b""Did you miss THRIVE O'Clock w/ Rachelle &amp; Mel &amp; Guest @kerszi w/  @Rdene915 @mjmcalliwrites @thriveinedu  https://t.co/X4S5CVWUcC #education #edchat #MIEExpert @flipgrid @MicrosoftEDU #k12""",b'Rdene915',"['education', 'edchat', 'MIEExpert', 'k12']",Pittsburgh,29306,3,4
,,,,,,,
16-06-2021 22:47,"b'#TeachersOfTwitter you deserve a good laugh this Saturday night! Join us for our ""School\'s Out"" themed interactive comedy show at 9 pm June 19th. Just $9.99 per device. Get your ticket here https://t.co/UqUyVg9mXs #EDUcators #edchat #onted #schoolsout #teachersmatter https://t.co/oawaXGxNuI'",b'CDNimprov',"['TeachersOfTwitter', 'EDUcators', 'edchat', 'onted', 'schoolsout', 'teachersmatter']","Toronto, Ontario, Canada",106,1,2
,,,,,,,
16-06-2021 22:47,b'How can we provide PLCs w/a structure to guide their work while allowing them the autonomy &amp; agency to personalize their learning?  Using the 5Es to Give Teachers Agency &amp; Maximize Productivity https://t.co/Xm7A5qFkQf #edchat #CAedchat #Adminchat #ntchat #professionaldevelopment https://t.co/lbEQmXhftg',b'Catlin_Tucker',"['edchat', 'CAedchat', 'Adminchat', 'ntchat', 'professionaldevelopment']","Santa Rosa, CA",75959,8,37
,,,,,,,
16-06-2021 22:46,"b'Join the OSU-Oklahoma City team! See our latest job opening here: https://t.co/RrbFMyxbtA #OklahomaCity, OK #edchat'",b'JobsatOSUOKC',"['OklahomaCity', 'edchat']","Oklahoma City, OK",84,0,0
,,,,,,,
16-06-2021 22:45,"b'Join the Learner-Centered Teaching Community for the meetup on Wednesday, June 23, 1 pm EST, for a workshop on using Google Sites for student choice and ownership. https://t.co/OCrxHawbor @emily_a_smith #LearnerCenteredTeaching #StudentCenteredEd #EdChat #EducationalLeadership https://t.co/Vb0hgZ1g7r'",b'knowledgeworks',"['LearnerCenteredTeaching', 'StudentCenteredEd', 'EdChat', 'EducationalLeadership']","Cincinnati, Ohio",15387,1,2
,,,,,,,
16-06-2021 22:39,"b""Expanding the way in which we conduct assessments: Video Assignments Help Macquarie University Develop and Extend Students' Communication and Digital Storytelling Skills - Echo360 https://t.co/VvgaFTqQNL #highered #edchat #video""",b'echo360',"['highered', 'edchat', 'video']","Reston, VA",14707,1,2
,,,,,,,
16-06-2021 22:37,b'It truly takes a #community to educate a child.  @wainrt is a rockstar and an #advocate for the Beach Haven School! @_FantasyIsland_ threw a #surprise party for our #students and #staff.  #Summer2021  #promisingeverystudentafuture #181AllDayEveryDay #sel #education #edchat https://t.co/H3xXesIaIQ',b'CSMeyrick',"['community', 'advocate', 'surprise', 'students', 'staff', 'Summer2021', 'promisingeverystudentafuture', '181AllDayEveryDay', 'sel', 'education', 'edchat']","New Jersey, USA",1837,0,7
,,,,,,,
16-06-2021 22:37,"b'In a reversal from the Trump administration, the U.S. Department of Education announced Wednesday it would enforce laws that protect gay and transgender students from discrimination. #caedu #edchat #caedchat https://t.co/qoMp2Lhswo'",b'EdSource',"['caedu', 'edchat', 'caedchat']","Oakland, CA",20899,1,4
,,,,,,,
16-06-2021 22:32,b'New! Free Step-by-Step Guide to Converting Between Centimeters and Meters (free practice worksheet included!): https://t.co/GEfmfKbB8t #edchat https://t.co/5ec2f0i9aR',b'mashupmath',['edchat'],"Denver, CO",24857,0,0
,,,,,,,
16-06-2021 22:31,"b""Just 10 days until #ISTELive! \xf0\x9f\x8e\x89  Educators, if you haven't registered yet, now is your chance! Don't miss out as we design a new learning landscape from June 26-30.   Register here: https://t.co/MZ3M9VhFGG  #EdChat https://t.co/mOEbJSuw7w""",b'iste',"['ISTELive', 'EdChat']",,180025,2,3
,,,,,,,
16-06-2021 22:30,b'3 ways to improve #STEM learning for Black #students https://t.co/cgAqpy788D via @ConversationUS #STEAM #edchat #equity',b'Eduporium',"['STEM', 'students', 'STEAM', 'edchat', 'equity']","Newton, MA",56589,1,1
,,,,,,,
16-06-2021 22:30,b'Sharing is caring! It\xe2\x80\x99s been almost a year since we launched our AMS Blog. How Can We Make The AMS Blog Better? Tell Us! Take our survey! https://t.co/BtT2co1VBM #CA #education #modular #prefab #edchat #schools #classrooms #CHPS #STEM',b'Gen7Schools',"['CA', 'education', 'modular', 'prefab', 'edchat', 'schools', 'classrooms', 'CHPS', 'STEM']","Manteca, CA",4509,1,0
,,,,,,,
16-06-2021 22:30,"b'Adjunct instructors @VCFlewellen and @MarshaunWarren have made this online course truly innovative, action-oriented, and engaging. Thanks @StLouisAmerican for sharing!  #DEI #websteruniversity #edchat #teacher #education   https://t.co/IPQ1i03fKe'",b'Webster_SOE',"['DEI', 'websteruniversity', 'edchat', 'teacher', 'education']",,124,0,0
,,,,,,,
16-06-2021 22:30,b'Wanting to share a powerpoint slideshow with parents. Some may not have Powerpoint. What are the best options\xe2\x80\xa6Slidehsare? #saskedchat #edtech #edchat',b'bircherd',"['saskedchat', 'edtech', 'edchat']",Saskatchewan,1815,0,0
,,,,,,,
16-06-2021 22:28,"b""\xf0\x9f\xa4\xa3I am a bit shocked that I'll present at #ECGlobal 2021    \xf0\x9f\xa4\xa9But, join me?   July 23-24 12pm-12pm central   \xe2\x9c\x85REGISTER TO ATTEND \xe2\x9c\x85APPLY TO PRESENT \xe2\x9c\x85SPONSOR TO PROMOTE YOURSELF/YOUR COMPANY   \xf0\x9f\x91\x89https://t.co/nnXohGC68B    #EdChat #classroom #Edu #Education #Educhat #teachers https://t.co/M0lMCnJ9nT""",b'fungooli',"['ECGlobal', 'EdChat', 'classroom', 'Edu', 'Education', 'Educhat', 'teachers']","Cali, Colombia",1720,1,33
,,,,,,,
16-06-2021 22:20,b'.@MichaelPetrilli says all children should feel like they\xe2\x80\x99re valued as part of the great American story. https://t.co/pblhzGvIbs #EdChat',b'EducationNext',['EdChat'],"Cambridge, MA",146579,1,1
,,,,,,,
16-06-2021 22:13,b'Check out this Question Collection built with https://t.co/xHmpglwgUl https://t.co/4cpCDY6svD #edchat #edtech #HomeSchool #homeschooling #edtechchat #Edinburgh #games #school #socialenterprise https://t.co/k43EIkmU0m',b'oodlu_tweets',"['edchat', 'edtech', 'HomeSchool', 'homeschooling', 'edtechchat', 'Edinburgh', 'games', 'school', 'socialenterprise']",,587,1,0
,,,,,,,
16-06-2021 22:11,b'IDEA: Science Printables and Freebies. https://t.co/JXoKZXl1OR #edchat #3rdchat #4thchat #5thchat #middlechat #mschat #6thchat #7thchat #8thchat #hschat #9thchat #10thchat #11thchat #12thchat #scichat #printables https://t.co/IQHkVRhoN6',b'teacheridea',"['edchat', '3rdchat', '4thchat', '5thchat', 'middlechat', 'mschat', '6thchat', '7thchat', '8thchat', 'hschat', '9thchat', '10thchat', '11thchat', '12thchat', 'scichat', 'printables']",,2055,0,1
,,,,,,,
16-06-2021 22:01,b'Everyday Principals and superintendents delete emails without reading them. Make sure you optimize your email for mobile devices. https://t.co/pztq6B34fu #edchat #k12 #mlearning #elearning https://t.co/N00LHfobP7',b'K12Prospects',"['edchat', 'k12', 'mlearning', 'elearning']","Tampa, FL",1813,0,0
,,,,,,,
16-06-2021 22:01,b'Did you know?  We offer district memberships now!  What a gift to your educators!  Check it out here: https://t.co/RUDyKIS1MV #edtech #edchat #nyscate',b'NYSCATE',"['edtech', 'edchat', 'nyscate']","New York, USA",6101,0,0
,,,,,,,
16-06-2021 22:00,"b'""We\xe2\x80\x99ve never made the conscious decision that all kids are valuable\xe2\x80\x94that all kids really are worth everything."" \xe2\x80\x94Peter McWalters https://t.co/R1g3md01SY #edchat #suptchat @bigpiclearning'",b'EdReimagined',"['edchat', 'suptchat']",,8954,0,0
,,,,,,,
16-06-2021 21:59,b'Book Review \xe2\x80\x93 Winds of Change - https://t.co/HeZ0Kgn7yP #education #edchat',b'IrishTeachers',"['education', 'edchat']",Ireland,8658,0,0
,,,,,,,
16-06-2021 21:55,b'Join @NancyFrey &amp; me tomorrow night (6/17) with @VegasPBS for this town hall on distance learning &amp; best practices in any setting.   Register at: https://t.co/6QcenNiEd2  #distancelearning #edchat #learningrecovery #rebound #teachers #edleaders https://t.co/2ULFylE9FT',b'DFISHERSDSU',"['distancelearning', 'edchat', 'learningrecovery', 'rebound', 'teachers', 'edleaders']",San Diego,24313,1,4
,,,,,,,
16-06-2021 21:53,b'Lower standards in June ... @PembrokePublish @niagaraot @HWOTL #edchat #TDSB #SubstituteTs @ETFO_OCEOTA @ETFOUpperCanada @GECOETFO @ETFO_DOTL https://t.co/ztf26cplVL',b'AmandaYuill',"['edchat', 'TDSB', 'SubstituteTs']","Toronto, Ontario",347,0,0
,,,,,,,
16-06-2021 21:53,b'Scheduling Blog Posts in WordPress #edtech #edchat https://t.co/LsLLCVsA8w',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1788,0,0
,,,,,,,
16-06-2021 21:49,"b""Don't miss your chance for a free #ISTELive 21 conference ticket! Check it out below. #contest #edchat #edtech #careerexploration #experientiallearning https://t.co/DKmDGsYOjz""",b'ASA_Impact',"['ISTELive', 'contest', 'edchat', 'edtech', 'careerexploration', 'experientiallearning']",Boston,6745,0,1
,,,,,,,
16-06-2021 21:46,"b""yes! teachmama's must-reads is out! https://t.co/IaXmjTjpCK #edchat #parenting""",b'teachmama',"['edchat', 'parenting']",dc metro,38058,0,1
,,,,,,,
16-06-2021 21:40,"b'""Pushing dollars directly to individual schools would increase transparency, public engagement,"" write @MargueriteRoza and @TheJSwan. https://t.co/4XAdFOUCJG #EdChat'",b'EducationNext',['EdChat'],"Cambridge, MA",146579,1,4
,,,,,,,
16-06-2021 21:34,"b""If you're looking for work in Oklahoma City, OK, check out this job: https://t.co/27hpdIJIKz #Education #edchat""",b'JobsatOSUOKC',"['Education', 'edchat']","Oklahoma City, OK",84,0,0
,,,,,,,
16-06-2021 21:31,b'Pay boosts and a prohibition on striking: Inside Denver\xe2\x80\x99s first principals union contract #EdChat #EdColo #k12 #EduTwitter https://t.co/Jp0g5OC33F',b'ChalkbeatCO',"['EdChat', 'EdColo', 'k12', 'EduTwitter']","Denver, Colorado",12262,1,0
,,,,,,,
16-06-2021 21:28,b'Does your school have a dress code?  Grade level? Do you hate it? Do you like it? Other thoughts?  #edchat',b'tyleramidon',['edchat'],"Colorado, USA",2668,0,0
,,,,,,,
16-06-2021 21:28,"b'""We believe in the value of working as colleagues."" On our new #podcast, educators from @ASD_Info share their ideas and strategies for providing flexible #learning to all students in their district over the summer and throughout the school year: https://t.co/6tUIj4ITGN \xf0\x9f\x92\xac #edchat https://t.co/pcJTjEeYRY'",b'Apex_Learning',"['podcast', 'learning', 'edchat']","Seattle, WA",1377,0,1
,,,,,,,
16-06-2021 21:26,"b""So much fun to have @alicekeeler with us in the Women in Ed Tech Room on @Clubhouse! She's dropping tons of Gems on how to use #Jamboard.  Here is a link to connect to one of her resources: https://t.co/vSIvW4FfUl! #edchat #caedchat #edtech #womenintech""",b'teachwithsoul',"['Jamboard', 'edchat', 'caedchat', 'edtech', 'womenintech']","California, USA",40334,3,4
,,,,,,,
16-06-2021 21:23,"b'Using emojis, express your overall impression of a Dynamic Learning Experience. \xf0\x9f\x91\x8d\xf0\x9f\x98\x81\xf0\x9f\xa4\x94\xf0\x9f\x91\x8f\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\x8f\xab\xf0\x9f\xa7\xa0 #ww543 #shakeuplearning #edchat #edtech'",b'Jess94876026',"['ww543', 'shakeuplearning', 'edchat', 'edtech']",,0,0,0
,,,,,,,
16-06-2021 21:23,"b""Let's not go back to normal, let's go to better! This was a great read! Thanks @randyjsmasal!  No More Easy Button: A Suggested Approach to Post-Pandemic Teaching https://t.co/Kypurjf1Sr via @cultofpedagogy #CovidEdu #EdChat #IamEPS""",b'Kanyse',"['CovidEdu', 'EdChat', 'IamEPS']",,121,0,0
,,,,,,,
16-06-2021 21:18,b'\xf0\x9f\x92\xa1\xe2\x9a\x99\xef\xb8\x8f  Appsmashing for #STEM  WeVideo and @genially_en. Loving Genially and throwing a little WeVideo #greenscreen in there.   #edtech #STEMed #edchat #learning https://t.co/pOEatdEGQG',b'EDUcre8ive',"['STEM', 'greenscreen', 'edtech', 'STEMed', 'edchat', 'learning']","Saratoga, California, USA",7486,0,1
,,,,,,,
16-06-2021 21:15,b'So true. Ss can access information anywhere- what are you having them do w/the information? How are they showing what they know &amp; have learned? #wcpsmd #edchat @jgvanides https://t.co/tWrjhPQyhW',b'chrisclinewcps',"['wcpsmd', 'edchat']",Maryland,2825,0,4
,,,,,,,
16-06-2021 21:13,"b""Sign Up for PACER's Family Engagement eNews  Family Engagement eNews delivers the latest tips, tools, and resources for supporting family engagement in education, directly to your inbox.  Learn more and opt in at https://t.co/NKpKHaZtUO.  #familyengagement #edchat https://t.co/hetDWcXrjy""",b'PACERCenter',"['familyengagement', 'edchat']","Minneapolis, MN ",3981,0,0
,,,,,,,
16-06-2021 21:10,"b'""Since 2017, the number of students who cannot meet even the basic literacy benchmark has grown in 30 states among 8th graders and 13 states for 4th graders."" #EdChat  Read the full article here: https://t.co/wmT9a3iSPA'",b'PresidioComms',['EdChat'],"Anaheim, CA",79,0,0
,,,,,,,
16-06-2021 21:10,b'Below we have listed 10 ways #drones are being utilized by #teachers across the world. https://t.co/KHBPDVQrlQ #Drones #Teachers #Teaching #21stcenturyskills #EdTech #Edchat #Educhat #STEM #STEMchat #Teaching #Learning #DistanceLearning',b'RobotLABInc',"['drones', 'teachers', 'Drones', 'Teachers', 'Teaching', '21stcenturyskills', 'EdTech', 'Edchat', 'Educhat', 'STEM', 'STEMchat', 'Teaching', 'Learning', 'DistanceLearning']","San Francisco, CA",1741,1,0
,,,,,,,
16-06-2021 21:09,b'This is so cool! Also I invite you all to app smash with PuppetMaster animation app too. :) pm me for free promo codes (https://t.co/bWox4nry4c) #edtech #animation #steam #k12 #edchat https://t.co/FL3ub6afpp',b'MichalFinegold',"['edtech', 'animation', 'steam', 'k12', 'edchat']",,253,1,0
,,,,,,,
16-06-2021 21:08,b'Aw I just move these room messages. #edchat #SEL #TeacherTwitter https://t.co/PkW28v2n8m',b'MichalFinegold',"['edchat', 'SEL', 'TeacherTwitter']",,253,0,3
,,,,,,,
16-06-2021 21:07,"b'What do you call reflection activities such as: Adapt / Adopt / Abandon? Asking for, well... me. #langchat #edchat'",b'alenord',"['langchat', 'edchat']","DFW, Texas",7743,0,3
,,,,,,,
16-06-2021 21:07,"b""I can guarantee you those people aren't teachers. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  #teacherlife  #SummerVibes  #edchat  #teachertwitter https://t.co/nI9wPvFlTu""",b'Prayer_Pedagogy',"['teacherlife', 'SummerVibes', 'edchat', 'teachertwitter']",,165,0,1
,,,,,,,
16-06-2021 21:06,"b""\xf0\x9f\x93\x98  A Teacher's Guide to Sharing with Google: EVERYTHING Explained!  \xe2\xac\x87\xef\xb8\x8f  FREE Video and Download  https://t.co/qVOX8TUxyt #edtech #edchat""",b'ShakeUpLearning',"['edtech', 'edchat']","Dallas, TX",83237,0,1
,,,,,,,
16-06-2021 21:05,"b'\xe2\x80\x9cRansomware is emerging as a cost of doing business..\xe2\x80\x9d  I will write this as many times as necessary, in as many ways as necessary, until this is heard by the protectionists who fight against full-scale implementation of K-12 #CSforAll in IL:  We will win.  #iledchat #edchat https://t.co/YeiInRdb2L'",b'SvetlikCS',"['CSforAll', 'iledchat', 'edchat']","Illinois, USA",1204,1,2
,,,,,,,
16-06-2021 21:05,b'#TLTalkRadio Season 7: Episode 37 \xe2\x80\x93 Place-Based Learning \xe2\x80\x93 Dustin Hensley and Veronica Watson  https://t.co/eJBqpZhFx4 #education #edchat #placebasedlearning #placebasededucation @lfuinihetten @DSHensleyEDU @katie_darty https://t.co/uQu3vQvKik',b'ziegeran',"['TLTalkRadio', 'education', 'edchat', 'placebasedlearning', 'placebasededucation']","Allentown, PA",25033,1,0
,,,,,,,
16-06-2021 21:01,b'Check out the playlist of the @Buncee #coffeetalk Great conversations about education! https://t.co/9qeYFWxWka #edchat #digcit #STEAM #SEL #globaled #educhat #k12 #buncee #hybridlearning #educoach #elemchat https://t.co/wPRcK06g93',b'Rdene915',"['coffeetalk', 'edchat', 'digcit', 'STEAM', 'SEL', 'globaled', 'educhat', 'k12', 'buncee', 'hybridlearning', 'educoach', 'elemchat']",Pittsburgh,29306,0,4
,,,,,,,
16-06-2021 21:00,"b""On this episode of @FieldTripShow, Dr. Rosanne Capanna-Hodge explores the long-term impact the pandemic has on students, teachers, and school staff.  Listen here this Children's Mental Health Awareness Day: https://t.co/P9haLTCDto #MentalHealth #EdChat https://t.co/fMcLaKC5ma""",b'FrontlineEdu',"['MentalHealth', 'EdChat']",,1813,1,0
,,,,,,,
16-06-2021 21:00,"b'Using this fact sheet as a starter for my ESL lessons today, as it is #WorldSeaTurtleDay: https://t.co/dNogz3rzjW @WWF  I love to discuss these topics with my students, most of whom are quite eco-conscious!  #edutwitter #edchat #tefl #edtech https://t.co/y4czrzGqDh'",b'Off2Class',"['WorldSeaTurtleDay', 'edutwitter', 'edchat', 'tefl', 'edtech']",Toronto/Valencia,577,0,1
,,,,,,,
16-06-2021 21:00,b'Do you want to help students to browse safely online #cybersafety https://t.co/xAxLIBQK4Y #edchat #edtech #HomeSchool #homeschooling #games #startup #socialenterprise #school #Edinburgh https://t.co/F9mf5b2V57',b'oodlu_tweets',"['cybersafety', 'edchat', 'edtech', 'HomeSchool', 'homeschooling', 'games', 'startup', 'socialenterprise', 'school', 'Edinburgh']",,587,1,1
,,,,,,,
16-06-2021 20:55,b'10 Student Engagement Strategies That Empower Learners https://t.co/7GdfCpW4Tw via @teachthought #edchat',b'echo360',['edchat'],"Reston, VA",14707,0,2
,,,,,,,
16-06-2021 20:49,b'Does Student Collaboration Really Matter? #edtech #edchat https://t.co/ErRnqMrQ2v',b'eduappsandmore',"['edtech', 'edchat']","Oxford, MS",1788,0,0
,,,,,,,
16-06-2021 20:48,b'Why Single-Point Rubrics Should Be A Part of Your Classroom and How To Use Them:   https://t.co/r3XhDCU5D1  #edchat https://t.co/TyuofBkdQ1',b'web20classroom',['edchat'],"Winston-Salem, NC",164248,0,8
,,,,,,,
16-06-2021 20:45,b'The best kept secret in education is out \xf0\x9f\xa4\xab- students learn best by playing! \xf0\x9f\x9a\xb4How are you keeping your kids engaged in learning this summer? Sound off below \xe2\xac\x87\xef\xb8\x8f  #SummerLearning #EdChat #LifelongLearning https://t.co/VfN0dbT1Ze',b'MyVRSpot',"['SummerLearning', 'EdChat', 'LifelongLearning']",,362,0,2
,,,,,,,
16-06-2021 20:44,"b'@Doc_B_Brown   ""Start with language that the students know.""  ""Teach the language necessary for learning.""  ""Avoid teaching new ideas and new language simultaneously.""  #STEM #NSTAchat #NGSSchat #EdChat https://t.co/baGMX9af2u'",b'TechyBeckyYoung',"['STEM', 'NSTAchat', 'NGSSchat', 'EdChat']",Illinois,498,0,0
,,,,,,,
16-06-2021 20:41,b'Media Wakelet   https://t.co/b1fBB9hPh9   * https://t.co/q4VAj8tGuo   * https://t.co/bgbAKX23NP   #education #pendidikan #edtech #edchat #tutorial #html #edutech #computer #blog #wakelet #vokasi',b'mesa_2018',"['education', 'pendidikan', 'edtech', 'edchat', 'tutorial', 'html', 'edutech', 'computer', 'blog', 'wakelet', 'vokasi']",,64,0,0
,,,,,,,
16-06-2021 20:36,"b'UPCOMING ROUNDTABLE: Panelists will discuss how @CalCommColleges can provide more workforce training to develop necessary skills, as well as partner with employers and industry leaders to guide more students into career pathways. #caedu #edchat #caedchat  https://t.co/UhJiMsbIE3'",b'EdSource',"['caedu', 'edchat', 'caedchat']","Oakland, CA",20899,0,1
,,,,,,,
