timestamp,tweet_text,dimension_label
27-05-2021 20:57,"sessions are done, we have been released for the summer! Thank you to @CoachPullano for making this conference what it is! Let's connect tonight in the #T4G4AfterDark #EdChat!",2
,,
27-05-2021 20:57,Big things coming!! #highered #edtech #edchat #elearning #remotelearning #remoteteaching #activelearning #teachers #teaching #edtechchat,0
,,
27-05-2021 20:56,"Our new blog post by Beverly Weihz has posted! Learn about the relationship between copying and creativity, and how you can benefit! #creativity #education #edchat #Teachers #curriculum",1
,,
27-05-2021 20:55,End of the school is coming up! Don't miss today #LiveFromNCCE! We'll be reviewing the year &amp; sharing great tips to help you prepare for next school year! Come join us at 4pm Pacific/7pm Eastern! #IAmNCCE #edchat #hcpsteach #MIEExpertFL,1
,,
27-05-2021 20:54,Criminals beware! The forensic scientists of grade six @CalGirlsSchool are on the case! Today we are exploring footprints and gait analysis. #abed #edchat,0
,,
27-05-2021 20:53,3D Printer: Comgrow Creality Ender 3 Review #edtech #edchat,0
,,
27-05-2021 20:52,I've really learned a lot from @LainieRowell work on SEL practices #msaa #mascd #edchat,2
,,
27-05-2021 20:45,Take this fun quiz with your students to learn the importance of decision-making and resources! Click here for more. #caedchat #edchat #teachecon #econed,1
,,
27-05-2021 20:45,Reviewing the classroom library &amp; ensuring a culturally diverse offering is a good first step. #EdChat #TeacherTips #ArtOfTeaching,0
,,
27-05-2021 20:45,Learning is storage+retrivial=application. #edchat #teachers #students #edleaders #withLF,0
,,
27-05-2021 20:44,Why you moving us quickly into in-person learning for Fall 2021 without asking the students if that's what we want or giving us the option to stay online if we want?  You didn't think about how this would impact lives at all #EdChat #ELearning #StudentVoice,1
,,
27-05-2021 20:43,PACING: using appropriate speed to reflect meaning  Read more about supporting reading fluency #hiptips #hipbooks #ela #yalit #edchat #teaching #reading #teach #read #readingstrategies #teacher,0
,,
27-05-2021 20:42,This week's @TomSchimmerPod features my friend &amp; colleague @MandyStalets talking about her focus on learning progressions! #ATAssessment #TeachBetter #atplc #edchat #edutwitter,2
,,
27-05-2021 20:40,"If you work in a school, please consider taking 10 minutes to let us know how children with SEND are settling back into school! @UofESSIS @UofE_Research @EducationUoE  #edchat #teaching #learning #sendco #senco #edutwitter #education #school #SEND #MentalHealthMatters",1
,,
27-05-2021 20:40,There is no shortage of good ideas on how to spend this once-in-a-generation funding opportunity. But this money will only meet its intended purpose if those good ideas are centered in schools. #EdChat,0
,,
27-05-2021 20:40,"Are you working to incorporate #rigor in #remotelearning? Here's a thought about #academicdiscourse from my new book, Rigor in the Remote Learning Classroom. #edtech #edchat #cpchat #suptchat #educoach",1
,,
27-05-2021 20:35,Just made a new resource on my page full of freebies! Check it out! Grab a bitmoji classroom checklist or tips for field observations or student teacher letter features. #edumagic #psptln #pretchat #futurtchat #edchat #newteacher,2
,,
27-05-2021 20:32,A primary teacher let me know she read my new blog 'Hitting The Wall: Instructional Strategies To Make It Through June' and used the open-ended task approach. Strategies that make a difference  #edchat #math @FCTMath #sd33learns,0
,,
27-05-2021 20:31,Record and Insert Audio in Google Slides with Mote! @justmoteHQ #edtech #edchat #googleslides #googleedu #blendedlearning #shakeuplearning,0
,,
27-05-2021 20:30,Learn how School Specialty's Grant Assist program can help you obtain funding to meet educational goals and initiatives. #edchat,0
,,
27-05-2021 20:29,5 reasons to not pass on password protection. #edtech #ILoveEdTech #ImFutureReady #elearning #edchat,0
,,
27-05-2021 20:26,Support tutorial for Creating a Question Collection #edchat #edtech #HomeSchool #homeschooling #startup #free #teaching #school #socialenterpris,0
,,
27-05-2021 20:25,Pass/Fail Grading Was an Act of Pandemic Compassion. Is It Here to Stay? #edtech #ILoveEdTech #ImFutureReady #elearning #edchat,
,,
27-05-2021 20:23,INFO: Perimeter of a Polygon. Imagine walking around a shape. How far would you go? Watch this video to learn how to find the distance around a polygon. #edchat #3rdchat #4thchat #5thchat #elemmathchat,
,,
27-05-2021 20:17,3 ways to meet students' emotional needs via @eschoolnews #education #edchat #edtc300,
,,
27-05-2021 20:15,From @Aiworldschool1  AI Virtual Driverless Car Course for students ages 14+ #AI #SummerCamp2021! Students can discover technologies behind driverless cars &amp; learn how self-driving cars work. #k12 #AI4K12 #stem #edchat #coding #STEM #edtech,
,,
27-05-2021 20:08,Retweeting so I can listen later #SBG #sbl #mtchat #blinaction #edchat #teachertwitter,
,,
27-05-2021 20:05,Brand new interview + tutorial inside the Building Equity Through Training &amp; Engagement Resources [BETTER] Community! Get instant access to this and all 2021 resources  #edchat #Leadership #education #equity @INedchat @TrBerry_ @btarggart @IndLatinoExpo,
,,
27-05-2021 20:05,Are you looking to grow community partnerships for your school? Are you considering profession-based learning? Then you must check out the latest resources the @NetworkCAPS have come up with #ExperientialEducation #PBLChat #EdChat #LeadUpChat #Twitteredu,
,,
27-05-2021 20:03,Lesson plan: What's Changed Since #GeorgeFloyd's Murder One Year Ago. Ask students: Who is making efforts to keep George Floyd's memory alive? Why is the police reform process such a difficult process in Minneapolis? #edChat @AFTunion @AFTteach,
,,
27-05-2021 20:01,"Teaching is hard. Parenting is hard. It is refreshing to know that instead of floundering on your own, you can reach out and help each other.  #EdChat #COVID19 #VirtualClassroom #DistanceLearning #ClassroomManagement",
,,
27-05-2021 19:58,Equine therapy horses help Dallas students learn to read with Equest's new 'Equine Assisted Literacy Program' #literacy #edchat #teachers #horses #elemchat #experientiallearning #motivation,
,,
27-05-2021 19:55,Even at the end of the school year there are opportunities to challenge the norm. What may seem as an overwhelming task for students and adults there are opportunities to do great things.   Keep pushing and keep going.  #edchat,
,,
27-05-2021 19:53,"Greetings, Earth-teachers! We are now making it easier to keep up with key events and conversations in Spaces this summer. Now you can add events to your calendar - sign-up to voice interest - check back for updates! #TalkLearning #edchat #TeacherLife",
,,
27-05-2021 19:51,"Push for $40,000 minimum teacher salary in Indiana puts pressure on rural districts #edchat #k12",
,,
27-05-2021 19:50,"Educators can use this @masterpiecepbs resource from ""World on Fire"" in their social studies lesson, to give students an intimate look at how World War II affected families back home.  #ELAChat #EdChat #WorldOnFirePBS",
,,
27-05-2021 19:49,"An 11 year old girl learning to solder, mount components, and a bit of how things work #edtech #edchat",
,,
27-05-2021 19:48,"We're excited to announce @Raffi_RC will be speaking at @TheTeacherTom's Play Summit, a free online conference taking place June 20. We're inviting everyone to register to watch Raffi presentation on #ChildHonouring #ECE #educators #bced #edchat",
,,
27-05-2021 19:39,"""Normal"" Classroom practices should become a thing of the past. Check out how these educators used tech well to engage and get students engaged with their learning meaningfully #edchat #educoach #blendedlearning @The74",
,,
27-05-2021 19:39,Sentence Fragments. This online lesson is reading-intensive. It will work best with upper elementary and above. (Print friendly version available) #edchat #4thchat #5thchat #6thchat #worksheets #printables,
,,
27-05-2021 19:37,"Discovered 2 students, share same surname, colluding on essays - lightly edited versions of each other - which means there goes my work day. Need to review all their work &amp; decide whether to report to college. #AcademicTwitter #AcademicChatter #edchat #academicintegrity #cheating",
,,
27-05-2021 19:34,We believe in the power of women. #edchat #education #teachertwitter #reinventionlab #futureoflearningchallenge #finalfour #women #power,
,,
27-05-2021 19:32,"The Bear Essentials Curriculum Guide includes nine STEM lessons designed to help teach ecological and conservation concepts, meet National Science standards, and engage students in the scientific process.",
,,
27-05-2021 19:31,"A step backward, after making a wrong turn, is a step in the right direction. - Kurt Vonnegut  Post Corona: Distilled for #education Socrates - Head of School #edchat #edpd #aussieEd #edchatnz #edchatEU #postcorona #globaleducator #futureofwork",
,,
27-05-2021 19:30,We speak with Dr. Steven Cohen of @TuftsUniversity  Department of Education about helping teachers to think critically about race and class. (1/3)  #EdChat #EduTwitter #AntiracistEd #MiddleSchool #HighSchool #EquityInEd,
,,
27-05-2021 19:30,"Creative Solutions for the Global Good. Next Vista for Learning  @RushtonHurley, thank you for sharing these. The student projects are AWESOME.    #edchat #edtech",
,,
27-05-2021 19:30,We're inviting you to the #T4G4AfterDark edchat! Tune in Thursday @ 8:30 PM! Questions will come from the @T4G4_ handle! Be sure to include #T4G4AfterDark in your tweets so we can collaborate and connect!,
,,
27-05-2021 19:29,STEM's Racial Reckoning Just Entered Its Most Crucial Phase #STEM #edchat #edtech,
,,
27-05-2021 19:29,Looking for your next great PD read? Check out what your peers are saying about Pembroke books get ready for a great summer refresh! #edchat #profdev #booknews #teaching,
,,
27-05-2021 19:24,Thinking about teaching yourself or your children to code? Where do you start?  Read my getting into #Coding blog at  #Programming #edchat #kids,
,,
27-05-2021 19:24,Our MTSS Toolkit provides 13 free templates to help your team more confidently navigate essential MTSS processes. Download it now to guide data-driven decisions for your students throughout the coming year. #teachertwitter #edchat #edtech #MTSS,
,,
27-05-2021 19:20,"[Federal] money is going to run out in 2022, and we're going to face a digital cliff where millions of Americans, who we helped get online, are going to suddenly fall off.""  - @EdSuperHighway founder &amp; CEO @emarwell #DecodingTheDivide #EdChat #EdTech",
,,
27-05-2021 19:20,"Without Training &amp; Support, EdTech Startups Are Destined to Fail #edtech #education #edtechchat #edchat #startup",
,,
27-05-2021 19:19,Who else writes little clove notes to your students at the end of the year? #edchat #BOLDschool,
,,
27-05-2021 19:12,The Real Solution to Learning Loss: Valuing Teachers and the Teaching Profession #education #edchat #edleadership,
,,
27-05-2021 19:12,This astounding book explores the wide variety and response just one story can generat and you can read all about it for 50% off! Get this and other classics in #literacy from David Booth at our online warehouse #sale: #edchat #profdev #booknews,
,,
27-05-2021 19:08,Sometimes you just need a little collaboration and cooperation to move forward  #augmentedreality @3DBearOfficial #sel #edchat @Bettananni @lieberrian @AbhilashaTochi @TheTrueAdamz @UrsulaKoffer,
,,
27-05-2021 19:04,Register for @AFTunion #TEACH21 virtual conference! It's time! A powerful way to engage leaders and members with more than 50 plenaries &amp; workshops focused on ensuring students' freedom to thrive  #EdChat #DistanceLearning #IAMAFT #SEL @ShareMyLesson,
,,
27-05-2021 19:01,"If you are looking for a company that provides access to educational content in the form of online classes, #videos, #MOOCs and in supplementary materials such as textbooks, check out our directory of #edtech start-ups.  #edchat #contactnorth #teaching",
,,
27-05-2021 19:01,5 tips for creating a successful math intervention initiative #edchat #education,
,,
27-05-2021 19:01,"May is National #Physical #Fitness &amp; #Sports Month. Get active, Teach your students about health and nutrition with these free resources #NPFSM #EdChat #Educhat #COVID19 #DistanceLearning #Nutrition #Health @AFTunion @AFTteach",
,,
27-05-2021 19:00,What if you could change your classroom tomorrow? Shake Up Learning: YOUR Guide to Classroom Transformation! #edtech #googleedu #gsuiteedu #edchat #k12 #LeadLAP #tlap #TCEA #ISTE,
,,
27-05-2021 18:54,Solid advice from a teacher career coach.  We four #educators! #edchat #educhat #teachertalk,
,,
27-05-2021 18:53,"So you have, teach, or know some kids who love games, right?  Head over to my Instagram for five questions you can use to engage them in conversation, learn more about them, and set them up for success! #esportsedu #parentingtips #edchat",
,,
27-05-2021 18:51,What we're chatting about right now: Noah Klick  #edchat #k12 #EPIClearner #womeninbusiness,
,,
27-05-2021 18:50,"adisonhaleyyy 12 Angry Men (1957), Agatha Christie And Then There Were None (Book or Movie PBS is good) Hamlet's Speech (self-persuasion). Also studying political speeches and rhetoric is a great way to understand media and linguistic elements of persuasion from mass communication. #edchat",
,,
27-05-2021 18:49,3D Printer: Comgrow Creality Ender 3 Review #edtech #edchat,
,,
27-05-2021 18:48,New teaching job! #subject #teachers #edchat #kinderchat #abroad #k12education #futureedchat  #esl #idioms #efl #English #tlchat #engchat #sltchat  #lifelonglearners #engchat #teachwriting #esol #teachertraining #education #reading #edchatie #teacherpower,
,,
27-05-2021 18:47,#Primarysouces span disciplines! #tlchat #sschat #scichat #edchat #todayinhistory #STEM #GoldenGate,
,,
27-05-2021 18:45,"As we come to the end of Better Speech and Hearing Month, we wanted to highlight another one of our Speech and Hearing Products! Take a peak at Early Articulation Books for Cleft Palate Speech: A 6-Book Set! #slp #speechlanguagepathologist #edchat",
,,
27-05-2021 18:44,New teaching job! #china #hiring #caedchat #ukedchat  #TEFL #ESL #ELT #EFL #CELTA   #teaching #jobs #abroad #travel #worldwide  #edtech #education #teachers   #schools #educhat #edutech #edchat #moedchat,
,,
27-05-2021 18:39,"Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Thursday, May 27, 2021 #REDFORED #tbats #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #TEACHTRUTH",
,,
27-05-2021 18:37,"I am thrilled to present at #ECGlobal 2021! Join me! July 23-24, 2021 12pm-12pm central #EdChat #classroom #Edu #Education #Educhat #teacher #teachers #PDXCON @EdChangeGlobal",
,,
27-05-2021 18:35,How do we find out HOW MUCH the quantity demand changes when price changes? #DailyDoseOfEcon   Learn a new AP Micro topic here! #caedchat #edchat #teachecon #econed,
,,
27-05-2021 18:33,roesolo @Cleveland_PL always picks a theme that is NOT the State Library of Ohio theme. @statelibohio - it will be interesting to see if this year gets more or less participation #summerlearning #edchat,
